Published Odometry - x: 0, y: 0, yaw: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 127.94, y: -8.06065, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 128.14, y: -8.06689, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 128.339, y: -8.08312, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 128.539, y: -8.08936, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 128.739, y: -8.10559, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 128.939, y: -8.11183, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 129.138, y: -8.12806, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 129.338, y: -8.13431, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 129.537, y: -8.15053, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 129.737, y: -8.15678, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 129.936, y: -8.17301, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 130.136, y: -8.17925, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 130.336, y: -8.19548, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 130.535, y: -8.20172, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 130.735, y: -8.21795, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 130.935, y: -8.22419, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 131.134, y: -8.24042, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 131.334, y: -8.24667, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 131.533, y: -8.26289, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 131.733, y: -8.26914, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 131.933, y: -8.28536, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 132.132, y: -8.29161, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 132.332, y: -8.30784, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 132.532, y: -8.31408, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 132.731, y: -8.33031, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 132.931, y: -8.33655, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 133.13, y: -8.35278, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 133.33, y: -8.35902, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 133.53, y: -8.37525, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 133.729, y: -8.3815, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 133.929, y: -8.39772, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 134.129, y: -8.40397, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 134.328, y: -8.4202, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 134.528, y: -8.42644, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 134.727, y: -8.44267, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 134.927, y: -8.44891, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 135.127, y: -8.46514, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 135.326, y: -8.47138, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 135.526, y: -8.48761, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 135.726, y: -8.49386, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 135.925, y: -8.51008, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 136.125, y: -8.51633, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 136.324, y: -8.53255, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 136.524, y: -8.5388, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 136.723, y: -8.55503, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 136.923, y: -8.56127, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 137.123, y: -8.5775, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 137.323, y: -8.58374, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 137.522, y: -8.59997, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 137.722, y: -8.60621, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 137.921, y: -8.62244, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 138.121, y: -8.62869, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 138.32, y: -8.64491, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 138.52, y: -8.65116, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 138.72, y: -8.66739, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 138.92, y: -8.67363, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 139.119, y: -8.68986, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 139.319, y: -8.6961, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 139.518, y: -8.71233, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 139.718, y: -8.71857, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 139.917, y: -8.7348, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 140.117, y: -8.74105, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 140.317, y: -8.75727, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 140.517, y: -8.76352, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 140.716, y: -8.77975, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 140.916, y: -8.78599, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 141.115, y: -8.80222, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 141.315, y: -8.80846, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 141.514, y: -8.82469, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 141.714, y: -8.83093, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 141.914, y: -8.84716, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 142.114, y: -8.85341, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 142.313, y: -8.86963, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 142.513, y: -8.87588, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 142.712, y: -8.8921, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 142.912, y: -8.89835, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 143.111, y: -8.91458, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 143.311, y: -8.92082, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 143.511, y: -8.93705, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 143.711, y: -8.94329, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 143.91, y: -8.95952, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 144.11, y: -8.96576, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 144.309, y: -8.98199, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 144.509, y: -8.98824, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 144.708, y: -9.00446, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 144.908, y: -9.01071, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 145.108, y: -9.02694, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 145.307, y: -9.03318, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 145.507, y: -9.04941, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 145.707, y: -9.05565, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 145.906, y: -9.07188, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 146.106, y: -9.07812, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 146.305, y: -9.09435, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 146.505, y: -9.1006, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 146.705, y: -9.11682, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 146.904, y: -9.12307, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 147.104, y: -9.13929, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 147.304, y: -9.14554, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 147.503, y: -9.16177, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 147.703, y: -9.16801, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 147.902, y: -9.18424, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 148.102, y: -9.19048, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 148.302, y: -9.20671, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 148.501, y: -9.21295, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 148.701, y: -9.22918, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 148.901, y: -9.23543, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 149.1, y: -9.25165, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 149.3, y: -9.2579, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 149.499, y: -9.27413, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 149.699, y: -9.28037, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 149.899, y: -9.2966, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 150.098, y: -9.30284, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 150.298, y: -9.31907, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 150.498, y: -9.32531, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 150.697, y: -9.34154, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 150.897, y: -9.34779, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 151.096, y: -9.36401, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 151.296, y: -9.37026, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 151.495, y: -9.38648, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 151.695, y: -9.39273, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 151.895, y: -9.40896, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 152.095, y: -9.4152, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 152.294, y: -9.43143, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 152.494, y: -9.43767, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 152.693, y: -9.4539, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 152.893, y: -9.46014, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 153.092, y: -9.47637, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 153.292, y: -9.48262, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 153.492, y: -9.49884, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 153.692, y: -9.50509, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 153.891, y: -9.52132, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 154.091, y: -9.52756, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 154.29, y: -9.54379, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 154.49, y: -9.55003, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 154.689, y: -9.56626, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 154.889, y: -9.5725, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 155.089, y: -9.58873, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 155.289, y: -9.59498, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 155.488, y: -9.6112, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 155.688, y: -9.61745, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 155.887, y: -9.63368, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 156.087, y: -9.63992, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 156.286, y: -9.65615, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 156.486, y: -9.66239, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 156.686, y: -9.67862, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 156.886, y: -9.68486, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 157.085, y: -9.70109, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 157.285, y: -9.70734, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 157.484, y: -9.72356, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 157.684, y: -9.72981, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 157.883, y: -9.74603, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 158.083, y: -9.75228, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 158.283, y: -9.76851, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 158.483, y: -9.77475, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 158.682, y: -9.79098, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 158.882, y: -9.79722, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 159.081, y: -9.81345, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 159.281, y: -9.81969, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 159.48, y: -9.83592, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 159.68, y: -9.84217, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 159.88, y: -9.85839, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 160.079, y: -9.86464, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 160.279, y: -9.88087, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 160.479, y: -9.88711, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 160.678, y: -9.90334, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 160.878, y: -9.90958, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 161.077, y: -9.92581, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 161.277, y: -9.93205, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 161.477, y: -9.94828, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 161.676, y: -9.95453, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 161.876, y: -9.97075, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 162.076, y: -9.977, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 162.275, y: -9.99322, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 162.475, y: -9.99947, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 162.674, y: -10.0157, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 162.874, y: -10.0219, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 163.074, y: -10.0382, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 163.273, y: -10.0444, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 163.473, y: -10.0606, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 163.673, y: -10.0669, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 163.872, y: -10.0831, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 164.072, y: -10.0894, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 164.271, y: -10.1056, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 164.471, y: -10.1118, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 164.67, y: -10.1281, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 164.87, y: -10.1343, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 165.07, y: -10.1505, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 165.27, y: -10.1568, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 165.469, y: -10.173, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 165.669, y: -10.1792, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 165.868, y: -10.1955, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 166.068, y: -10.2017, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 166.267, y: -10.2179, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 166.467, y: -10.2242, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 166.667, y: -10.2404, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 166.867, y: -10.2467, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 167.066, y: -10.2629, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 167.266, y: -10.2691, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 167.465, y: -10.2854, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 167.665, y: -10.2916, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 167.864, y: -10.3078, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 168.064, y: -10.3141, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 168.264, y: -10.3303, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 168.464, y: -10.3365, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 168.663, y: -10.3528, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 168.863, y: -10.359, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 169.062, y: -10.3752, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 169.262, y: -10.3815, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 169.461, y: -10.3977, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 169.661, y: -10.404, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 169.861, y: -10.4202, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 170.061, y: -10.4264, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 170.26, y: -10.4427, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 170.46, y: -10.4489, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 170.659, y: -10.4651, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 170.859, y: -10.4714, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 171.058, y: -10.4876, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 171.258, y: -10.4938, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 171.458, y: -10.5101, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 171.658, y: -10.5163, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 171.857, y: -10.5325, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 172.057, y: -10.5388, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 172.256, y: -10.555, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 172.456, y: -10.5613, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 172.655, y: -10.5775, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 172.855, y: -10.5837, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 173.055, y: -10.6, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 173.255, y: -10.6062, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 173.454, y: -10.6224, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 173.654, y: -10.6287, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 173.853, y: -10.6449, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 174.053, y: -10.6512, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 174.252, y: -10.6674, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 174.452, y: -10.6736, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 174.652, y: -10.6899, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 174.851, y: -10.6961, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 175.051, y: -10.7123, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 175.251, y: -10.7186, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 175.45, y: -10.7348, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 175.65, y: -10.741, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 175.849, y: -10.7573, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 176.049, y: -10.7635, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 176.249, y: -10.7797, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 176.448, y: -10.786, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
